#"gene","transcript","protein"
"ENSRNOG00000016292.7","ENSRNOT00000044384.4","ENSRNOP00000049377.4"
"ENSRNOG00000016292.7","ENSRNOT00000079335.1","ENSRNOP00000072857.1"
"ENSRNOG00000060475.1","ENSRNOT00000082248.1",""
"ENSRNOG00000055333.1","ENSRNOT00000079642.1",""
"ENSRNOG00000060840.1","ENSRNOT00000078119.1",""
"ENSRNOG00000014984.7","ENSRNOT00000020134.6","ENSRNOP00000020134.6"
"ENSRNOG00000014984.7","ENSRNOT00000071916.3","ENSRNOP00000067795.1"
"ENSRNOG00000018616.7","ENSRNOT00000025110.7","ENSRNOP00000025110.4"
"ENSRNOG00000020941.4","ENSRNOT00000028438.4","ENSRNOP00000028438.3"
"ENSRNOG00000061908.1","ENSRNOT00000088275.1",""
"ENSRNOG00000019973.6","ENSRNOT00000027093.6","ENSRNOP00000027093.6"
"ENSRNOG00000049938.1","ENSRNOT00000049595.1","ENSRNOP00000040006.1"
"ENSRNOG00000014791.8","ENSRNOT00000050180.6","ENSRNOP00000045075.4"
"ENSRNOG00000051380.1","ENSRNOT00000085289.1",""
"ENSRNOG00000051380.1","ENSRNOT00000081174.1",""
"ENSRNOG00000051380.1","ENSRNOT00000088342.1",""
"ENSRNOG00000055983.1","ENSRNOT00000088155.1",""
"ENSRNOG00000015885.2","ENSRNOT00000021264.2","ENSRNOP00000021264.1"
"ENSRNOG00000051696.1","ENSRNOT00000086793.1",""
"ENSRNOG00000011680.5","ENSRNOT00000016289.4","ENSRNOP00000016289.4"
"ENSRNOG00000025126.6","ENSRNOT00000047420.5","ENSRNOP00000041446.4"
"ENSRNOG00000012322.7","ENSRNOT00000016728.7","ENSRNOP00000016728.5"
"ENSRNOG00000049759.3","ENSRNOT00000073464.3","ENSRNOP00000066377.2"
"ENSRNOG00000039730.4","ENSRNOT00000025732.6","ENSRNOP00000025732.4"
"ENSRNOG00000011885.5","ENSRNOT00000016148.5","ENSRNOP00000016148.4"
"ENSRNOG00000014455.3","ENSRNOT00000019364.3","ENSRNOP00000051281.1"
"ENSRNOG00000016267.8","ENSRNOT00000022157.7","ENSRNOP00000022157.5"
"ENSRNOG00000016267.8","ENSRNOT00000066711.3","ENSRNOP00000062156.1"
"ENSRNOG00000045655.2","ENSRNOT00000070921.2","ENSRNOP00000066828.1"
"ENSRNOG00000049434.2","ENSRNOT00000073791.2",""
"ENSRNOG00000011882.6","ENSRNOT00000016361.6","ENSRNOP00000016361.5"
"ENSRNOG00000025581.6","ENSRNOT00000051834.5","ENSRNOP00000047286.5"
"ENSRNOG00000020892.6","ENSRNOT00000084396.1","ENSRNOP00000074858.1"
"ENSRNOG00000020892.6","ENSRNOT00000028363.5","ENSRNOP00000028363.5"
"ENSRNOG00000052287.1","ENSRNOT00000083154.1","ENSRNOP00000068799.1"
"ENSRNOG00000052287.1","ENSRNOT00000089836.1","ENSRNOP00000074764.1"
"ENSRNOG00000025805.3","ENSRNOT00000035812.3","ENSRNOP00000036155.2"
"ENSRNOG00000036866.5","ENSRNOT00000019987.7","ENSRNOP00000019987.5"
"ENSRNOG00000055229.1","ENSRNOT00000080325.1","ENSRNOP00000069259.1"
"ENSRNOG00000055229.1","ENSRNOT00000088586.1","ENSRNOP00000070725.1"
"ENSRNOG00000042158.2","ENSRNOT00000044927.4","ENSRNOP00000047257.4"
"ENSRNOG00000017446.5","ENSRNOT00000023526.5","ENSRNOP00000023526.4"
"ENSRNOG00000020060.4","ENSRNOT00000027260.4","ENSRNOP00000027260.3"
"ENSRNOG00000021109.5","ENSRNOT00000028662.5","ENSRNOP00000028662.5"
"ENSRNOG00000018686.7","ENSRNOT00000068529.3","ENSRNOP00000059876.2"
"ENSRNOG00000018686.7","ENSRNOT00000080605.1","ENSRNOP00000070616.1"
"ENSRNOG00000020714.6","ENSRNOT00000041513.4","ENSRNOP00000041387.4"
"ENSRNOG00000018090.6","ENSRNOT00000082423.1","ENSRNOP00000068745.1"
"ENSRNOG00000018090.6","ENSRNOT00000024400.5","ENSRNOP00000024400.5"
"ENSRNOG00000034000.4","ENSRNOT00000024155.6","ENSRNOP00000024155.6"
"ENSRNOG00000016027.2","ENSRNOT00000021436.2","ENSRNOP00000021436.1"
"ENSRNOG00000018106.5","ENSRNOT00000024420.5","ENSRNOP00000024420.2"
"ENSRNOG00000049878.2","ENSRNOT00000042163.5","ENSRNOP00000039142.4"
"ENSRNOG00000013971.7","ENSRNOT00000082442.1","ENSRNOP00000074840.1"
"ENSRNOG00000013971.7","ENSRNOT00000083372.1","ENSRNOP00000075340.1"
"ENSRNOG00000013971.7","ENSRNOT00000018763.6","ENSRNOP00000018763.4"
"ENSRNOG00000020606.5","ENSRNOT00000027964.5","ENSRNOP00000027964.4"
"ENSRNOG00000043303.2","ENSRNOT00000023213.6","ENSRNOP00000023213.6"
"ENSRNOG00000017519.6","ENSRNOT00000058040.3","ENSRNOP00000054849.3"
"ENSRNOG00000017298.6","ENSRNOT00000023396.6","ENSRNOP00000023396.6"
"ENSRNOG00000061124.1","ENSRNOT00000082915.1",""
"ENSRNOG00000056231.1","ENSRNOT00000079268.1",""
"ENSRNOG00000059763.1","ENSRNOT00000083695.1",""
"ENSRNOG00000017408.7","ENSRNOT00000023502.6","ENSRNOP00000023502.6"
"ENSRNOG00000033021.1","ENSRNOT00000045792.1","ENSRNOP00000043206.1"
"ENSRNOG00000019660.6","ENSRNOT00000026599.6","ENSRNOP00000026599.6"
"ENSRNOG00000020025.4","ENSRNOT00000027178.4","ENSRNOP00000027178.1"
"ENSRNOG00000013381.6","ENSRNOT00000018194.6","ENSRNOP00000018194.6"
"ENSRNOG00000015128.6","ENSRNOT00000020402.6","ENSRNOP00000020402.4"
"ENSRNOG00000014946.7","ENSRNOT00000020077.7","ENSRNOP00000020077.6"
"ENSRNOG00000054020.1","ENSRNOT00000088968.1",""
"ENSRNOG00000011692.7","ENSRNOT00000015771.7","ENSRNOP00000015771.4"
"ENSRNOG00000021150.6","ENSRNOT00000028720.6","ENSRNOP00000028720.5"
"ENSRNOG00000054843.1","ENSRNOT00000080401.1",""
"ENSRNOG00000051757.1","ENSRNOT00000080437.1","ENSRNOP00000069362.1"
"ENSRNOG00000047884.2","ENSRNOT00000072607.2","ENSRNOP00000066685.2"
"ENSRNOG00000017659.7","ENSRNOT00000023773.6","ENSRNOP00000023773.5"
"ENSRNOG00000046903.1","ENSRNOT00000046379.1","ENSRNOP00000045314.1"
"ENSRNOG00000018311.6","ENSRNOT00000055027.4","ENSRNOP00000051906.2"
"ENSRNOG00000055667.1","ENSRNOT00000086031.1","ENSRNOP00000068872.1"
"ENSRNOG00000020716.7","ENSRNOT00000078668.1","ENSRNOP00000072240.1"
"ENSRNOG00000020716.7","ENSRNOT00000028131.6","ENSRNOP00000028131.3"
"ENSRNOG00000020716.7","ENSRNOT00000028132.2","ENSRNOP00000028132.1"
"ENSRNOG00000057320.1","ENSRNOT00000092062.1",""
"ENSRNOG00000051576.1","ENSRNOT00000092146.1",""
"ENSRNOG00000055885.1","ENSRNOT00000077734.1",""
"ENSRNOG00000060429.1","ENSRNOT00000026540.6","ENSRNOP00000026540.6"
"ENSRNOG00000049059.1","ENSRNOT00000072914.1","ENSRNOP00000065075.1"
"ENSRNOG00000023753.7","ENSRNOT00000032667.7","ENSRNOP00000029044.6"
"ENSRNOG00000028832.4","ENSRNOT00000065001.3","ENSRNOP00000059656.3"
"ENSRNOG00000054955.1","ENSRNOT00000085921.1","ENSRNOP00000073055.1"
"ENSRNOG00000012286.4","ENSRNOT00000050656.2","ENSRNOP00000041938.2"
"ENSRNOG00000058668.1","ENSRNOT00000090142.1","ENSRNOP00000069403.1"
"ENSRNOG00000018476.5","ENSRNOT00000024976.5","ENSRNOP00000024976.4"
"ENSRNOG00000014251.7","ENSRNOT00000019370.7","ENSRNOP00000019370.5"
"ENSRNOG00000014251.7","ENSRNOT00000083055.1","ENSRNOP00000070614.1"
"ENSRNOG00000018164.6","ENSRNOT00000024772.6","ENSRNOP00000024772.4"
"ENSRNOG00000031394.1","ENSRNOT00000043726.1","ENSRNOP00000044157.1"
"ENSRNOG00000020884.7","ENSRNOT00000054809.4","ENSRNOP00000051694.2"
"ENSRNOG00000020884.7","ENSRNOT00000028347.3","ENSRNOP00000028347.3"
"ENSRNOG00000020695.6","ENSRNOT00000090838.1","ENSRNOP00000072360.1"
"ENSRNOG00000020695.6","ENSRNOT00000028086.4","ENSRNOP00000028086.4"
"ENSRNOG00000053859.1","ENSRNOT00000078998.1","ENSRNOP00000074790.1"
"ENSRNOG00000018250.5","ENSRNOT00000024640.5","ENSRNOP00000024640.3"
"ENSRNOG00000026942.6","ENSRNOT00000039428.6","ENSRNOP00000032296.6"
"ENSRNOG00000054448.1","ENSRNOT00000091420.1",""
"ENSRNOG00000056562.1","ENSRNOT00000081351.1","ENSRNOP00000073433.1"
"ENSRNOG00000020009.2","ENSRNOT00000027119.2","ENSRNOP00000027119.2"
"ENSRNOG00000015597.5","ENSRNOT00000020889.5","ENSRNOP00000020889.4"
"ENSRNOG00000054389.1","ENSRNOT00000088582.1",""
"ENSRNOG00000040350.1","ENSRNOT00000062103.1",""
"ENSRNOG00000021060.7","ENSRNOT00000075068.2","ENSRNOP00000066675.2"
"ENSRNOG00000025154.5","ENSRNOT00000030108.5","ENSRNOP00000051559.2"
"ENSRNOG00000053913.1","ENSRNOT00000083359.1",""
"ENSRNOG00000011637.7","ENSRNOT00000050984.5","ENSRNOP00000047103.5"
"ENSRNOG00000032940.6","ENSRNOT00000072039.2","ENSRNOP00000067105.2"
"ENSRNOG00000052712.1","ENSRNOT00000088262.1",""
"ENSRNOG00000060169.1","ENSRNOT00000080034.1",""
"ENSRNOG00000060634.1","ENSRNOT00000088189.1",""
"ENSRNOG00000050560.1","ENSRNOT00000073107.1","ENSRNOP00000067287.1"
"ENSRNOG00000059695.1","ENSRNOT00000083710.1",""
"ENSRNOG00000019616.6","ENSRNOT00000026572.6","ENSRNOP00000026572.5"
"ENSRNOG00000014290.7","ENSRNOT00000044325.3","ENSRNOP00000047790.3"
"ENSRNOG00000014290.7","ENSRNOT00000019319.3","ENSRNOP00000019319.1"
"ENSRNOG00000049847.2","ENSRNOT00000072292.2","ENSRNOP00000065664.2"
"ENSRNOG00000018408.7","ENSRNOT00000077968.1","ENSRNOP00000069464.1"
"ENSRNOG00000018408.7","ENSRNOT00000024829.5","ENSRNOP00000024829.3"
"ENSRNOG00000013813.6","ENSRNOT00000018485.6","ENSRNOP00000018485.5"
"ENSRNOG00000048370.1","ENSRNOT00000043828.2","ENSRNOP00000045582.2"
"ENSRNOG00000016635.7","ENSRNOT00000022365.7","ENSRNOP00000022365.6"
"ENSRNOG00000016635.7","ENSRNOT00000083248.1","ENSRNOP00000070677.1"
"ENSRNOG00000046937.3","ENSRNOT00000072689.2","ENSRNOP00000067340.2"
"ENSRNOG00000036703.4","ENSRNOT00000054983.4","ENSRNOP00000051866.4"
"ENSRNOG00000055072.1","ENSRNOT00000085556.1","ENSRNOP00000070101.1"
"ENSRNOG00000020235.8","ENSRNOT00000027425.7","ENSRNOP00000027425.5"
"ENSRNOG00000020235.8","ENSRNOT00000027494.7","ENSRNOP00000027494.3"
"ENSRNOG00000020235.8","ENSRNOT00000057034.3","ENSRNOP00000053867.3"
"ENSRNOG00000019832.6","ENSRNOT00000026915.6","ENSRNOP00000026915.5"
"ENSRNOG00000017930.5","ENSRNOT00000024111.5","ENSRNOP00000024111.5"
"ENSRNOG00000019532.6","ENSRNOT00000026445.6","ENSRNOP00000026445.5"
"ENSRNOG00000028519.4","ENSRNOT00000029394.2","ENSRNOP00000032413.2"
"ENSRNOG00000060136.1","ENSRNOT00000091103.1","ENSRNOP00000074798.1"
"ENSRNOG00000018337.6","ENSRNOT00000024765.5","ENSRNOP00000024766.2"
"ENSRNOG00000018337.6","ENSRNOT00000089729.1","ENSRNOP00000069564.1"
"ENSRNOG00000019124.6","ENSRNOT00000025938.6","ENSRNOP00000025938.4"
"ENSRNOG00000011191.6","ENSRNOT00000014883.5","ENSRNOP00000014883.5"
"ENSRNOG00000018446.4","ENSRNOT00000024912.4","ENSRNOP00000024912.3"
"ENSRNOG00000012552.6","ENSRNOT00000016770.6","ENSRNOP00000016770.4"
"ENSRNOG00000020196.3","ENSRNOT00000027342.3","ENSRNOP00000027342.2"
"ENSRNOG00000013993.7","ENSRNOT00000045642.4","ENSRNOP00000050120.4"
"ENSRNOG00000014513.7","ENSRNOT00000019654.7","ENSRNOP00000019654.6"
"ENSRNOG00000014513.7","ENSRNOT00000083153.1","ENSRNOP00000073863.1"
"ENSRNOG00000036645.3","ENSRNOT00000054875.3","ENSRNOP00000051759.3"
"ENSRNOG00000017191.6","ENSRNOT00000023100.5","ENSRNOP00000023099.4"
"ENSRNOG00000017191.6","ENSRNOT00000082645.1","ENSRNOP00000073760.1"
"ENSRNOG00000017191.6","ENSRNOT00000030827.6","ENSRNOP00000038739.6"
"ENSRNOG00000061043.1","ENSRNOT00000091192.1","ENSRNOP00000070594.1"
"ENSRNOG00000049748.1","ENSRNOT00000047839.1","ENSRNOP00000047888.1"
"ENSRNOG00000060033.1","ENSRNOT00000091770.1",""
"ENSRNOG00000047643.1","ENSRNOT00000044878.1","ENSRNOP00000048597.1"
"ENSRNOG00000020489.5","ENSRNOT00000027783.5","ENSRNOP00000027783.5"
"ENSRNOG00000049881.1","ENSRNOT00000048256.4","ENSRNOP00000047529.4"
"ENSRNOG00000054551.1","ENSRNOT00000083317.1",""
"ENSRNOG00000060688.1","ENSRNOT00000084795.1",""
"ENSRNOG00000029612.1","ENSRNOT00000043967.1","ENSRNOP00000050751.1"
"ENSRNOG00000035472.1","ENSRNOT00000053595.1",""
"ENSRNOG00000024144.4","ENSRNOT00000013691.5","ENSRNOP00000013691.4"
"ENSRNOG00000024144.4","ENSRNOT00000091295.1","ENSRNOP00000070871.1"
"ENSRNOG00000052081.1","ENSRNOT00000089175.1",""
"ENSRNOG00000046335.1","ENSRNOT00000074091.1",""
"ENSRNOG00000018580.4","ENSRNOT00000025174.4","ENSRNOP00000025174.2"
"ENSRNOG00000058808.1","ENSRNOT00000077244.1",""
"ENSRNOG00000055137.1","ENSRNOT00000078951.1",""
"ENSRNOG00000057334.1","ENSRNOT00000080378.1",""
"ENSRNOG00000032819.1","ENSRNOT00000044964.1","ENSRNOP00000039667.1"
"ENSRNOG00000019193.4","ENSRNOT00000026063.4","ENSRNOP00000026063.2"
"ENSRNOG00000046737.1","ENSRNOT00000075157.1",""
"ENSRNOG00000032723.5","ENSRNOT00000047408.5","ENSRNOP00000049519.4"
"ENSRNOG00000052927.1","ENSRNOT00000090758.1",""
"ENSRNOG00000026764.5","ENSRNOT00000058334.4","ENSRNOP00000055136.4"
"ENSRNOG00000026764.5","ENSRNOT00000033633.5","ENSRNOP00000034272.4"
"ENSRNOG00000020906.5","ENSRNOT00000084800.1","ENSRNOP00000073312.1"
"ENSRNOG00000020906.5","ENSRNOT00000028406.4","ENSRNOP00000028406.3"
"ENSRNOG00000053279.1","ENSRNOT00000079529.1",""
"ENSRNOG00000018683.5","ENSRNOT00000054897.2","ENSRNOP00000051781.2"
"ENSRNOG00000055789.1","ENSRNOT00000087070.1",""
"ENSRNOG00000022428.2","ENSRNOT00000030625.2","ENSRNOP00000036972.1"
"ENSRNOG00000033729.3","ENSRNOT00000024645.4","ENSRNOP00000024645.3"
"ENSRNOG00000016683.7","ENSRNOT00000022452.7","ENSRNOP00000022452.5"
"ENSRNOG00000050624.2","ENSRNOT00000075131.2","ENSRNOP00000064415.2"
"ENSRNOG00000014650.5","ENSRNOT00000019956.4","ENSRNOP00000019956.3"
"ENSRNOG00000057350.1","ENSRNOT00000088454.1",""
"ENSRNOG00000015168.3","ENSRNOT00000020345.3","ENSRNOP00000020345.2"
"ENSRNOG00000036648.3","ENSRNOT00000068604.2","ENSRNOP00000061292.1"
"ENSRNOG00000056960.1","ENSRNOT00000085917.1",""
"ENSRNOG00000058651.1","ENSRNOT00000091774.1",""
"ENSRNOG00000059051.1","ENSRNOT00000083185.1",""
"ENSRNOG00000060363.1","ENSRNOT00000078777.1",""
"ENSRNOG00000052304.1","ENSRNOT00000091812.1","ENSRNOP00000073729.1"
"ENSRNOG00000057303.1","ENSRNOT00000086462.1",""
"ENSRNOG00000044940.1","ENSRNOT00000070207.1",""
"ENSRNOG00000058701.1","ENSRNOT00000081554.1",""
"ENSRNOG00000055881.1","ENSRNOT00000091833.1",""
"ENSRNOG00000013836.8","ENSRNOT00000019304.7","ENSRNOP00000019305.7"
"ENSRNOG00000013836.8","ENSRNOT00000031770.7","ENSRNOP00000038504.6"
"ENSRNOG00000013836.8","ENSRNOT00000019309.8","ENSRNOP00000019309.7"
"ENSRNOG00000052696.1","ENSRNOT00000089983.1",""
"ENSRNOG00000055831.1","ENSRNOT00000088005.1",""
"ENSRNOG00000020715.7","ENSRNOT00000028188.7","ENSRNOP00000028188.4"
"ENSRNOG00000028273.4","ENSRNOT00000032439.4","ENSRNOP00000036209.3"
"ENSRNOG00000058989.1","ENSRNOT00000086654.1",""
"ENSRNOG00000014925.5","ENSRNOT00000020047.5","ENSRNOP00000020047.2"
"ENSRNOG00000046874.2","ENSRNOT00000075268.2","ENSRNOP00000066186.2"
"ENSRNOG00000015322.8","ENSRNOT00000035184.5","ENSRNOP00000037545.3"
"ENSRNOG00000015322.8","ENSRNOT00000035217.4","ENSRNOP00000036346.4"
"ENSRNOG00000021153.6","ENSRNOT00000028725.6","ENSRNOP00000028725.4"
"ENSRNOG00000016946.2","ENSRNOT00000022733.2","ENSRNOP00000022733.1"
"ENSRNOG00000016979.2","ENSRNOT00000022773.2","ENSRNOP00000022773.1"
"ENSRNOG00000017448.7","ENSRNOT00000023451.5","ENSRNOP00000023451.4"
"ENSRNOG00000050668.1","ENSRNOT00000074466.1","ENSRNOP00000065009.1"
"ENSRNOG00000057297.1","ENSRNOT00000086156.1",""
"ENSRNOG00000059099.1","ENSRNOT00000087811.1",""
"ENSRNOG00000019356.3","ENSRNOT00000026169.3","ENSRNOP00000026169.2"
"ENSRNOG00000001500.6","ENSRNOT00000002052.3","ENSRNOP00000002052.3"
"ENSRNOG00000015217.6","ENSRNOT00000020453.6","ENSRNOP00000020453.4"
"ENSRNOG00000041624.2","ENSRNOT00000063377.2",""
"ENSRNOG00000020410.5","ENSRNOT00000027682.5","ENSRNOP00000027682.3"
"ENSRNOG00000019681.4","ENSRNOT00000026797.4","ENSRNOP00000026797.2"
"ENSRNOG00000056113.1","ENSRNOT00000080970.1",""
"ENSRNOG00000019270.4","ENSRNOT00000050227.2","ENSRNOP00000049439.2"
"ENSRNOG00000053182.1","ENSRNOT00000087887.1",""
"ENSRNOG00000020775.8","ENSRNOT00000028196.6","ENSRNOP00000028196.5"
"ENSRNOG00000020775.8","ENSRNOT00000047540.5","ENSRNOP00000045196.4"
"ENSRNOG00000019813.7","ENSRNOT00000026909.7","ENSRNOP00000026909.4"
"ENSRNOG00000027423.2","ENSRNOT00000037868.2","ENSRNOP00000034877.2"
"ENSRNOG00000010763.4","ENSRNOT00000014284.4","ENSRNOP00000014284.4"
"ENSRNOG00000045673.3","ENSRNOT00000071029.3","ENSRNOP00000066253.2"
"ENSRNOG00000045673.3","ENSRNOT00000074720.1","ENSRNOP00000064263.1"
"ENSRNOG00000021727.4","ENSRNOT00000033009.4","ENSRNOP00000031595.4"
"ENSRNOG00000020409.5","ENSRNOT00000027660.4",""
"ENSRNOG00000045611.2","ENSRNOT00000074966.2","ENSRNOP00000065614.2"
"ENSRNOG00000031211.6","ENSRNOT00000049380.4","ENSRNOP00000043828.2"
"ENSRNOG00000031211.6","ENSRNOT00000046025.4","ENSRNOP00000047613.3"
"ENSRNOG00000026848.4","ENSRNOT00000086703.1","ENSRNOP00000073474.1"
"ENSRNOG00000026848.4","ENSRNOT00000037064.3","ENSRNOP00000038039.3"
"ENSRNOG00000041852.1","ENSRNOT00000063605.1",""
"ENSRNOG00000020726.6","ENSRNOT00000028137.6","ENSRNOP00000028137.4"
"ENSRNOG00000020304.5","ENSRNOT00000027512.3","ENSRNOP00000027512.3"
"ENSRNOG00000006962.4","ENSRNOT00000009178.4","ENSRNOP00000009178.4"
"ENSRNOG00000061312.1","ENSRNOT00000085273.1","ENSRNOP00000072702.1"
"ENSRNOG00000043416.2","ENSRNOT00000025913.6","ENSRNOP00000025913.5"
"ENSRNOG00000046198.1","ENSRNOT00000046796.3","ENSRNOP00000050552.3"
"ENSRNOG00000032077.1","ENSRNOT00000044773.1","ENSRNOP00000041410.1"
"ENSRNOG00000016978.5","ENSRNOT00000022765.5","ENSRNOP00000022765.3"
"ENSRNOG00000031178.4","ENSRNOT00000045266.4","ENSRNOP00000047717.4"
"ENSRNOG00000049816.1","ENSRNOT00000073453.1",""
"ENSRNOG00000056019.1","ENSRNOT00000085926.1",""
"ENSRNOG00000059948.1","ENSRNOT00000082973.1",""
"ENSRNOG00000049717.1","ENSRNOT00000040861.1","ENSRNOP00000048359.1"
"ENSRNOG00000055387.1","ENSRNOT00000080795.1",""
"ENSRNOG00000048265.1","ENSRNOT00000044271.1","ENSRNOP00000045107.1"
"ENSRNOG00000051621.1","ENSRNOT00000078008.1","ENSRNOP00000072512.1"
"ENSRNOG00000051822.1","ENSRNOT00000085039.1",""
"ENSRNOG00000037137.4","ENSRNOT00000056024.4","ENSRNOP00000052878.4"
"ENSRNOG00000057564.1","ENSRNOT00000081284.1",""
"ENSRNOG00000053865.1","ENSRNOT00000079393.1",""
"ENSRNOG00000016090.6","ENSRNOT00000021530.6","ENSRNOP00000021530.5"
"ENSRNOG00000019666.7","ENSRNOT00000026651.5","ENSRNOP00000026651.3"
"ENSRNOG00000056036.1","ENSRNOT00000081213.1","ENSRNOP00000069162.1"
"ENSRNOG00000046439.2","ENSRNOT00000074079.2","ENSRNOP00000064140.1"
"ENSRNOG00000046439.2","ENSRNOT00000084270.1","ENSRNOP00000074984.1"
"ENSRNOG00000016919.7","ENSRNOT00000065733.3","ENSRNOP00000062541.3"
"ENSRNOG00000016919.7","ENSRNOT00000083425.1","ENSRNOP00000073484.1"
"ENSRNOG00000020130.7","ENSRNOT00000065865.3","ENSRNOP00000059325.3"
"ENSRNOG00000020130.7","ENSRNOT00000080143.1","ENSRNOP00000068908.1"
"ENSRNOG00000020130.7","ENSRNOT00000089592.1","ENSRNOP00000073086.1"
"ENSRNOG00000020130.7","ENSRNOT00000080840.1","ENSRNOP00000072904.1"
"ENSRNOG00000019145.5","ENSRNOT00000054850.2","ENSRNOP00000051732.2"
"ENSRNOG00000022485.6","ENSRNOT00000030782.4","ENSRNOP00000034134.3"
"ENSRNOG00000058224.1","ENSRNOT00000085804.1",""
"ENSRNOG00000029051.1","ENSRNOT00000050248.1","ENSRNOP00000044375.1"
"ENSRNOG00000046596.1","ENSRNOT00000074432.1","ENSRNOP00000066520.1"
"ENSRNOG00000055957.1","ENSRNOT00000084864.1",""
"ENSRNOG00000054618.1","ENSRNOT00000079567.1","ENSRNOP00000071319.1"
"ENSRNOG00000014078.7","ENSRNOT00000019039.7","ENSRNOP00000019039.4"
"ENSRNOG00000013387.8","ENSRNOT00000054857.4","ENSRNOP00000051739.2"
"ENSRNOG00000013387.8","ENSRNOT00000017914.6","ENSRNOP00000017914.5"
"ENSRNOG00000055116.1","ENSRNOT00000083824.1",""
"ENSRNOG00000032062.3","ENSRNOT00000043603.3","ENSRNOP00000048252.3"
"ENSRNOG00000029394.5","ENSRNOT00000044565.5","ENSRNOP00000046497.5"
"ENSRNOG00000019574.6","ENSRNOT00000026609.6","ENSRNOP00000026609.5"
"ENSRNOG00000056223.1","ENSRNOT00000078768.1","ENSRNOP00000070930.1"
"ENSRNOG00000045561.1","ENSRNOT00000074747.1","ENSRNOP00000064397.1"
"ENSRNOG00000016701.7","ENSRNOT00000090417.1","ENSRNOP00000072099.1"
"ENSRNOG00000016701.7","ENSRNOT00000022441.7","ENSRNOP00000022441.4"
"ENSRNOG00000037580.2","ENSRNOT00000027937.5","ENSRNOP00000027937.5"
"ENSRNOG00000026005.4","ENSRNOT00000036115.4","ENSRNOP00000032158.4"
"ENSRNOG00000046061.1","ENSRNOT00000075443.1","ENSRNOP00000065089.1"
"ENSRNOG00000012877.2","ENSRNOT00000017172.2","ENSRNOP00000017172.1"
"ENSRNOG00000010529.7","ENSRNOT00000014552.7","ENSRNOP00000014552.6"
"ENSRNOG00000038479.5","ENSRNOT00000046047.6","ENSRNOP00000043829.4"
"ENSRNOG00000013250.5","ENSRNOT00000017708.5","ENSRNOP00000017708.5"
"ENSRNOG00000018953.7","ENSRNOT00000025829.7","ENSRNOP00000025829.4"
"ENSRNOG00000018953.7","ENSRNOT00000092048.1","ENSRNOP00000070090.1"
"ENSRNOG00000049100.1","ENSRNOT00000071684.1",""
"ENSRNOG00000048071.2","ENSRNOT00000074282.2","ENSRNOP00000064997.1"
"ENSRNOG00000045233.1","ENSRNOT00000070500.1",""
"ENSRNOG00000035565.1","ENSRNOT00000053688.1",""
"ENSRNOG00000060507.1","ENSRNOT00000077385.1",""
"ENSRNOG00000017487.4","ENSRNOT00000023591.4","ENSRNOP00000023591.3"
"ENSRNOG00000021175.5","ENSRNOT00000028752.5","ENSRNOP00000028752.5"
"ENSRNOG00000057261.1","ENSRNOT00000080414.1",""
"ENSRNOG00000052176.1","ENSRNOT00000084663.1",""
"ENSRNOG00000047795.1","ENSRNOT00000074222.1",""
"ENSRNOG00000033200.1","ENSRNOT00000044675.1","ENSRNOP00000047920.1"
"ENSRNOG00000048483.1","ENSRNOT00000074952.1",""
"ENSRNOG00000016906.5","ENSRNOT00000022879.5","ENSRNOP00000022879.4"
"ENSRNOG00000058425.1","ENSRNOT00000082588.1",""
"ENSRNOG00000047431.1","ENSRNOT00000073942.1","ENSRNOP00000065102.1"
"ENSRNOG00000015773.6","ENSRNOT00000021690.4","ENSRNOP00000021690.3"
"ENSRNOG00000014463.5","ENSRNOT00000019463.5","ENSRNOP00000019463.4"
"ENSRNOG00000022796.3","ENSRNOT00000033780.3","ENSRNOP00000037182.3"
"ENSRNOG00000042702.2","ENSRNOT00000068501.2","ENSRNOP00000061757.2"
"ENSRNOG00000016689.8","ENSRNOT00000050759.6","ENSRNOP00000043744.5"
"ENSRNOG00000019960.4","ENSRNOT00000027033.4","ENSRNOP00000027034.3"
"ENSRNOG00000023411.6","ENSRNOT00000039446.6","ENSRNOP00000035308.6"
"ENSRNOG00000055810.1","ENSRNOT00000079518.1",""
"ENSRNOG00000018107.5","ENSRNOT00000024583.5","ENSRNOP00000024583.4"
"ENSRNOG00000052600.1","ENSRNOT00000090873.1","ENSRNOP00000069855.1"
"ENSRNOG00000019464.5","ENSRNOT00000026376.5","ENSRNOP00000026376.3"
"ENSRNOG00000026861.6","ENSRNOT00000036880.6","ENSRNOP00000036503.6"
"ENSRNOG00000027240.6","ENSRNOT00000034426.6","ENSRNOP00000030254.6"
"ENSRNOG00000014816.7","ENSRNOT00000020272.7","ENSRNOP00000020272.5"
"ENSRNOG00000012196.5","ENSRNOT00000077135.1","ENSRNOP00000073116.1"
"ENSRNOG00000012196.5","ENSRNOT00000016688.4","ENSRNOP00000016688.4"
"ENSRNOG00000049544.1","ENSRNOT00000052078.1","ENSRNOP00000050330.1"
"ENSRNOG00000060431.1","ENSRNOT00000087169.1","ENSRNOP00000069041.1"
"ENSRNOG00000056993.1","ENSRNOT00000081909.1","ENSRNOP00000070656.1"
"ENSRNOG00000059762.1","ENSRNOT00000079274.1","ENSRNOP00000073592.1"
"ENSRNOG00000014675.2","ENSRNOT00000019874.2","ENSRNOP00000019874.1"
