"target.row"	"dist.to.feature"	"feature.name"	"feature.strand"	"qvalue"	"pvalue"
"933"	1332	17800	"ENSRNOT00000092183.1"	"-"	0.00146217038919194	9.64982666787603e-06
"2754"	1333	20747	"ENSRNOT00000064849.3"	"-"	0.0014640670427256	9.66788744879188e-06
"2996"	1334	91128	"ENSRNOT00000055583.2"	"+"	0.00147052271107297	9.71608506225518e-06
"478.1"	1335	-3497	"ENSRNOT00000046639.3"	"-"	0.00147604771395378	9.76376779302718e-06
"540"	1336	216	"ENSRNOT00000060475.1"	"+"	0.00148666082088792	9.83960048786534e-06
"1112"	1337	96908	"ENSRNOT00000077472.1"	"-"	0.00148973749964195	9.86560447887018e-06
"27"	1338	-15831	"ENSRNOT00000064276.3"	"+"	0.0015006976948745	9.94955145396397e-06
"141"	1339	31934	"ENSRNOT00000032783.4"	"+"	0.0015202593214858	1.00965129065907e-05
"2683.1"	1340	177567	"ENSRNOT00000061136.2"	"-"	0.0015224723745103	1.01169751352012e-05
"2759"	1341	-37464	"ENSRNOT00000080764.1"	"+"	0.00152867802111577	1.01640004079671e-05
"650.1"	1342	-19604	"ENSRNOT00000049774.4"	"+"	0.00153681580121141	1.02413834223308e-05
"66.4"	1343	-68009	"ENSRNOT00000064721.2"	"-"	0.00155028740393162	1.03546384649345e-05
"954"	1344	-4305	"ENSRNOT00000053581.2"	"+"	0.00156049175005656	1.04346122905875e-05
"299.1"	1345	99400	"ENSRNOT00000025745.3"	"+"	0.00162149095500699	1.08916151338781e-05
"4961"	1346	51784	"ENSRNOT00000018999.5"	"-"	0.00164162395983389	1.10467035513741e-05
"2414"	1347	6554	"ENSRNOT00000026051.5"	"-"	0.0016462186158032	1.10951110029489e-05
"1061"	1348	1491	"ENSRNOT00000086147.1"	"+"	0.0016462186158032	1.10939668908045e-05
"98"	1349	28677	"ENSRNOT00000023149.5"	"+"	0.0016469806053082	1.11064827195314e-05
"345.1"	1350	102152	"ENSRNOT00000053754.1"	"+"	0.0016504937149224	1.11426723125649e-05
"7711"	1351	14242	"ENSRNOT00000014660.6"	"+"	0.00167075326620213	1.12984251839622e-05
"1311"	1352	25807	"ENSRNOT00000005433.4"	"-"	0.00168472712818385	1.13993020757273e-05
"29.2"	1353	22517	"ENSRNOT00000084959.1"	"-"	0.00171296469404077	1.16098225963007e-05
"198"	1354	-15412	"ENSRNOT00000085318.1"	"+"	0.00175553933834771	1.19648487096062e-05
"1432.1"	1355	22299	"ENSRNOT00000083721.1"	"-"	0.00175553933834771	1.19635236604396e-05
"814"	1356	236535	"ENSRNOT00000076527.1"	"+"	0.00175784786724827	1.19872383284756e-05
"332"	1357	-13283	"ENSRNOT00000089043.1"	"-"	0.00177341813272581	1.2120275501082e-05
"1075"	1358	-20416	"ENSRNOT00000031905.7"	"+"	0.00177341813272581	1.21112077747896e-05
"5841"	1359	19243	"ENSRNOT00000085547.1"	"+"	0.00178568167583896	1.2210850912682e-05
"1869"	1360	-89710	"ENSRNOT00000087877.1"	"+"	0.00178627295162314	1.22284211901604e-05
"4871.1"	1361	-3242	"ENSRNOT00000076068.2"	"-"	0.00184841572259409	1.26888305820919e-05
"1960"	1362	-77968	"ENSRNOT00000088551.1"	"-"	0.00185224306204756	1.27221174375387e-05
"124.1"	1363	-7946	"ENSRNOT00000059942.5"	"-"	0.0018569846454739	1.27617162159802e-05
"463.1"	1364	16958	"ENSRNOT00000003207.6"	"+"	0.00186870442409981	1.28493334263365e-05
"1830"	1365	4326	"ENSRNOT00000063876.1"	"+"	0.00187646173436731	1.29111476476919e-05
"538"	1366	8232	"ENSRNOT00000074217.1"	"-"	0.00193435298286273	1.33739791404156e-05
"2130.6"	1367	42827	"ENSRNOT00000083547.1"	"-"	0.00194625855680839	1.34857705271576e-05
"343.1"	1368	68610	"ENSRNOT00000006281.6"	"+"	0.00194657688589831	1.34953467319625e-05
"1679"	1369	5398	"ENSRNOT00000077963.1"	"-"	0.00195198519891552	1.35533288190621e-05
"3585.1"	1370	61555	"ENSRNOT00000092246.1"	"-"	0.00197104171063074	1.36948104059092e-05
"1680"	1371	-28931	"ENSRNOT00000065971.2"	"-"	0.00203315500240391	1.41648654363902e-05
"132"	1372	-10138	"ENSRNOT00000014831.4"	"-"	0.00203378108358397	1.41769279723502e-05
"1042.2"	1373	36734	"ENSRNOT00000087108.1"	"-"	0.00203756710795592	1.4218749310518e-05
"693"	1374	-1339324	"ENSRNOT00000080329.1"	"-"	0.00205250730598333	1.43307780275974e-05
"545"	1375	6627	"ENSRNOT00000077318.1"	"-"	0.00207494874500946	1.45031791224641e-05
"1222"	1376	966	"ENSRNOT00000058301.4"	"+"	0.00214777333630143	1.50853885697417e-05
"2099"	1377	17356	"ENSRNOT00000041569.4"	"-"	0.00215819995013254	1.51831376238143e-05
"769"	1378	-10520	"ENSRNOT00000014788.7"	"+"	0.00221416831806543	1.56307839477541e-05
"4121"	1379	6294	"ENSRNOT00000036721.5"	"-"	0.0022287569417135	1.57470239868098e-05
"602"	1380	31657	"ENSRNOT00000029805.2"	"+"	0.00224408580774504	1.58638252745322e-05
"1924"	1381	5855	"ENSRNOT00000054564.1"	"+"	0.00226669341110836	1.60493899625715e-05
"2752"	1382	2065	"ENSRNOT00000074023.2"	"-"	0.00233468649854641	1.65750170814548e-05
"273.2"	1383	126681	"ENSRNOT00000086961.1"	"-"	0.00238800352545624	1.7016832478445e-05
"72"	1384	-4048	"ENSRNOT00000058334.4"	"+"	0.0023955202652227	1.7088537209852e-05
"299.2"	1385	48281	"ENSRNOT00000025745.3"	"+"	0.00241758446983041	1.72550869659624e-05
"2903"	1386	30791	"ENSRNOT00000056238.3"	"-"	0.00244619862321483	1.74685777251323e-05
"2603.1"	1387	-49032	"ENSRNOT00000005367.5"	"-"	0.00247717932786195	1.7717953022152e-05
"1171.1"	1388	33824	"ENSRNOT00000061041.1"	"-"	0.00247745851125314	1.77293304713624e-05
"9282"	1389	133625	"ENSRNOT00000087161.1"	"-"	0.00252617528956427	1.81162205034836e-05
"1171"	1390	-4771	"ENSRNOT00000064226.2"	"-"	0.00256126739456411	1.84163697748182e-05
"17181"	1391	-11062	"ENSRNOT00000006872.2"	"+"	0.00257001029700212	1.84986962380676e-05
"919"	1392	-14208	"ENSRNOT00000041207.3"	"+"	0.00261994247738801	1.89077039332816e-05
"319"	1393	-16427	"ENSRNOT00000041922.5"	"+"	0.00266537252511707	1.92557495126533e-05
"783"	1394	-42305	"ENSRNOT00000083448.1"	"+"	0.00272051897051985	1.97159556635584e-05
"2160.1"	1395	-2150	"ENSRNOT00000020316.5"	"-"	0.00273746473510024	1.98491289091253e-05
"580"	1396	-27022	"ENSRNOT00000078832.1"	"+"	0.00273936224584429	1.98799321035694e-05
"3169"	1397	2862	"ENSRNOT00000074461.1"	"-"	0.00275104382288964	2.00003792632194e-05
"1083.2"	1398	58929	"ENSRNOT00000078552.1"	"-"	0.00277536624215506	2.02185268903405e-05
"1174"	1399	-59022	"ENSRNOT00000029332.6"	"+"	0.00277536624215506	2.02138509448673e-05
"67"	1400	22511	"ENSRNOT00000083933.1"	"-"	0.00279422276674977	2.03664765498746e-05
"2339"	1401	2027	"ENSRNOT00000036819.5"	"+"	0.00281414908563957	2.05330259882448e-05
"939"	1402	64727	"ENSRNOT00000064331.4"	"-"	0.00285879525685519	2.0891253678566e-05
"909"	1403	5962	"ENSRNOT00000054685.2"	"+"	0.00288749287865337	2.11337670781209e-05
"1307"	1404	11078	"ENSRNOT00000005066.4"	"-"	0.00291690364249869	2.13821600765701e-05
"367"	1405	-77760	"ENSRNOT00000077212.1"	"+"	0.00293111366167947	2.14974239464424e-05
"540.1"	1406	199	"ENSRNOT00000060475.1"	"+"	0.00293827674799389	2.15722104383161e-05
"720"	1407	-53857	"ENSRNOT00000013443.6"	"+"	0.00293827674799389	2.15629914568217e-05
"837"	1408	56943	"ENSRNOT00000023036.7"	"+"	0.00294563704496298	2.16374014917184e-05
"2278.2"	1409	88619	"ENSRNOT00000075406.1"	"+"	0.00297330859467474	2.18969553434629e-05
"167.2"	1410	76610	"ENSRNOT00000001697.7"	"+"	0.00299144400202573	2.20418404407539e-05
"85"	1411	-32796	"ENSRNOT00000033998.4"	"+"	0.00302362332559878	2.23476386865835e-05
"70"	1412	119478	"ENSRNOT00000043476.5"	"-"	0.00304301071818169	2.2502453146643e-05
"1144"	1413	2960	"ENSRNOT00000087212.1"	"-"	0.00306316033057738	2.26746520587482e-05
"23491"	1414	-7662	"ENSRNOT00000080393.1"	"+"	0.00306756606982319	2.27208856077109e-05
"740"	1415	-14400	"ENSRNOT00000031555.5"	"-"	0.00306756606982319	2.27331964080182e-05
"1217"	1416	-71998	"ENSRNOT00000087724.1"	"-"	0.00306756606982319	2.27421098871842e-05
"173.1"	1417	185040	"ENSRNOT00000004006.7"	"-"	0.00314541762129553	2.34046605878123e-05
"1981"	1418	-105839	"ENSRNOT00000059627.4"	"-"	0.00314541762129553	2.34145583118789e-05
"76"	1419	250	"ENSRNOT00000004982.6"	"+"	0.00318274173083196	2.37647062167977e-05
"378"	1420	3419	"ENSRNOT00000034919.5"	"+"	0.00318607135719812	2.38136950230337e-05
"1230"	1421	5878	"ENSRNOT00000084245.1"	"+"	0.00320820999618779	2.40034611445843e-05
"1022"	1422	-67	"ENSRNOT00000088023.1"	"-"	0.00322036654492543	2.41553827046458e-05
"391.2"	1423	-26252	"ENSRNOT00000072856.2"	"+"	0.00323755544741611	2.43143089458913e-05
"3191"	1424	-5281	"ENSRNOT00000082862.1"	"+"	0.00323755544741611	2.43452214011511e-05
"3761"	1425	9233	"ENSRNOT00000087435.1"	"+"	0.00329806704348565	2.48381018550545e-05
"1128"	1426	17700	"ENSRNOT00000077932.1"	"+"	0.00334943613906071	2.52756970500796e-05
"63"	1427	17157	"ENSRNOT00000091637.1"	"-"	0.00335472616581869	2.53283192039395e-05
"339.1"	1428	24348	"ENSRNOT00000022584.4"	"-"	0.00339383963039308	2.5700729643662e-05
"1153"	1429	-46393	"ENSRNOT00000078849.1"	"+"	0.00348886780654323	2.65042425405816e-05
"2507"	1430	-15713	"ENSRNOT00000077434.1"	"+"	0.00353838499942392	2.69579383043425e-05
"631"	1431	85865	"ENSRNOT00000056366.4"	"-"	0.00357792481570003	2.72844257262522e-05
"730"	1432	-24264	"ENSRNOT00000019577.5"	"-"	0.00360006586329435	2.74805306568707e-05
"2770"	1433	25405	"ENSRNOT00000081648.1"	"-"	0.00361926910583438	2.76408194834517e-05
"195.1"	1434	-36097	"ENSRNOT00000085987.1"	"+"	0.00367004360648077	2.8056383172541e-05
"1166"	1435	-22987	"ENSRNOT00000006765.7"	"+"	0.0037049073163564	2.84211030790903e-05
"999"	1436	-3390	"ENSRNOT00000082472.1"	"+"	0.00370933807346937	2.84831822479916e-05
"924"	1437	13484	"ENSRNOT00000078964.1"	"+"	0.0037133318919574	2.85279099758584e-05
"1377.1"	1438	-9851	"ENSRNOT00000025024.5"	"-"	0.00372369332615875	2.86216116735122e-05
"1873"	1439	-4124	"ENSRNOT00000092291.1"	"+"	0.00372387570698914	2.86371135231386e-05
"140.1"	1440	116216	"ENSRNOT00000032204.5"	"-"	0.00374884947659564	2.88575543608776e-05
"346"	1441	55254	"ENSRNOT00000087592.1"	"+"	0.00374894699870554	2.88724999938363e-05
"137.1"	1442	-81057	"ENSRNOT00000011393.2"	"-"	0.00379545802986857	2.92594465993103e-05
"1281"	1443	82100	"ENSRNOT00000056827.2"	"+"	0.00386635790215462	2.98499370786658e-05
"2884.1"	1444	40945	"ENSRNOT00000077302.1"	"+"	0.00386702813219141	2.98697535773495e-05
"4685.1"	1445	139339	"ENSRNOT00000080607.1"	"-"	0.00387672347481115	2.99593212267176e-05
"1630"	1446	-275163	"ENSRNOT00000072472.1"	"+"	0.00388940322545044	3.00720371035593e-05
"540.2"	1447	240	"ENSRNOT00000060475.1"	"+"	0.00405856082875562	3.15336001688055e-05
"1197"	1448	27653	"ENSRNOT00000074404.2"	"-"	0.00410668660309335	3.19541690492362e-05
"1623.4"	1449	409	"ENSRNOT00000085467.1"	"+"	0.00415984739146764	3.23993151908378e-05
"321"	1450	698	"ENSRNOT00000078320.1"	"-"	0.00417216761612057	3.25110696886835e-05
"45"	1451	40862	"ENSRNOT00000067142.4"	"-"	0.00425285956149999	3.3284777566781e-05
"2278.3"	1452	-117492	"ENSRNOT00000075406.1"	"+"	0.00443669080218452	3.48579148866542e-05
"2490.2"	1453	39960	"ENSRNOT00000006483.5"	"+"	0.00453368754972893	3.56886579144476e-05
"1241"	1454	54834	"ENSRNOT00000012017.5"	"-"	0.00457109355107552	3.60177293701323e-05
"55.2"	1455	92583	"ENSRNOT00000012753.7"	"+"	0.00460898625438541	3.63861087335355e-05
"796"	1456	18072	"ENSRNOT00000085568.1"	"-"	0.00465371105484902	3.67920553485288e-05
"15.1"	1457	18241	"ENSRNOT00000079703.1"	"+"	0.00469937969148973	3.72064906865429e-05
"19501"	1458	-232985	"ENSRNOT00000011780.7"	"-"	0.00484882924285526	3.84815280790997e-05
"785"	1459	-161786	"ENSRNOT00000044626.3"	"+"	0.00493511148590556	3.92784028850061e-05
"917"	1460	11175	"ENSRNOT00000022382.5"	"+"	0.0049971435777472	3.98288776717786e-05
"1036.2"	1461	34321	"ENSRNOT00000091752.1"	"-"	0.00500519332743649	3.99119883854738e-05
"1052"	1462	-8002	"ENSRNOT00000010551.3"	"+"	0.0051679159582235	4.13269635417563e-05
"361"	1463	-30646	"ENSRNOT00000075577.1"	"+"	0.00517591764398212	4.14301476675938e-05
"898"	1464	53782	"ENSRNOT00000004385.4"	"+"	0.00518705013431502	4.15388967833922e-05
"2275"	1465	3559	"ENSRNOT00000019037.6"	"-"	0.00520675900599921	4.17164439904302e-05
"1585"	1466	22552	"ENSRNOT00000089020.1"	"-"	0.00521631265815626	4.18556754786408e-05
"83"	1467	20607	"ENSRNOT00000035446.2"	"-"	0.00533045636007535	4.28689696435707e-05
"306"	1468	-57033	"ENSRNOT00000080664.1"	"-"	0.00538345349680114	4.33971059199995e-05
"8501"	1469	92	"ENSRNOT00000090618.1"	"+"	0.0053960233921403	4.35188657774218e-05
"663"	1470	-799412	"ENSRNOT00000088488.1"	"-"	0.00547551863810168	4.43258531421683e-05
"219.2"	1471	58481	"ENSRNOT00000076716.1"	"-"	0.00549464248504482	4.45430804311385e-05
"1631.2"	1472	-23778	"ENSRNOT00000076693.2"	"+"	0.00560223453520585	4.55213512197296e-05
"1691"	1473	25336	"ENSRNOT00000064505.3"	"-"	0.00564474884127052	4.59095505301279e-05
"11871"	1474	72631	"ENSRNOT00000078550.1"	"+"	0.00566652888562028	4.61081463780891e-05
"829"	1475	-21458	"ENSRNOT00000054748.4"	"+"	0.00569369925165481	4.63507882387223e-05
"1401"	1476	-1075	"ENSRNOT00000022343.7"	"-"	0.00572381150251628	4.66175960417778e-05
"1685"	1477	-44924	"ENSRNOT00000082819.1"	"+"	0.00573359520808584	4.67189890218429e-05
"650.2"	1478	-19576	"ENSRNOT00000049774.4"	"+"	0.00581654767419094	4.759312257588e-05
"2624"	1479	192434	"ENSRNOT00000054374.1"	"-"	0.00591686975557152	4.8526012146714e-05
"1337"	1480	13554	"ENSRNOT00000087286.1"	"+"	0.00600722776562919	4.94035389792937e-05
"2286"	1481	712	"ENSRNOT00000007727.5"	"-"	0.00605043962810088	4.982764182184e-05
"2991"	1482	13402	"ENSRNOT00000077506.1"	"-"	0.00606271009688528	4.99516494601758e-05
"481"	1483	7806	"ENSRNOT00000023202.5"	"+"	0.00607352408578253	5.00867409986994e-05
"609"	1484	15629	"ENSRNOT00000084006.1"	"-"	0.00608614088728209	5.02368772899506e-05
"3132"	1485	-3827	"ENSRNOT00000022983.6"	"-"	0.00609279695460115	5.03148881566802e-05
"3925"	1486	39815	"ENSRNOT00000073093.2"	"-"	0.00615281006066308	5.09968570011958e-05
"451.1"	1487	-23437	"ENSRNOT00000083226.1"	"+"	0.00617372395844606	5.11935754942571e-05
"1496"	1488	-756	"ENSRNOT00000081492.1"	"+"	0.00620460714437259	5.15671291432653e-05
"1623.5"	1489	109324	"ENSRNOT00000085467.1"	"+"	0.00624647363537044	5.19860404220826e-05
"1243"	1490	-116464	"ENSRNOT00000085169.1"	"-"	0.0062879408921825	5.23787671585563e-05
"96"	1491	16438	"ENSRNOT00000003836.6"	"+"	0.00641291151581854	5.35682201594137e-05
"1671"	1492	15240	"ENSRNOT00000058080.2"	"-"	0.00652455254543727	5.47450214034936e-05
"1548"	1493	11697	"ENSRNOT00000014708.5"	"-"	0.00654968489750394	5.50302961215948e-05
"3111"	1494	2973	"ENSRNOT00000074395.1"	"+"	0.00654968489750394	5.50087078609323e-05
"2309.1"	1495	24843	"ENSRNOT00000033396.3"	"-"	0.00657158081820718	5.52889126213217e-05
"195.2"	1496	-36145	"ENSRNOT00000085987.1"	"+"	0.00674038487477539	5.68367260184722e-05
"362"	1497	25958	"ENSRNOT00000068520.1"	"-"	0.00688296318559139	5.81692919800681e-05
"10221"	1498	-2243	"ENSRNOT00000000603.7"	"+"	0.00688374302073741	5.82220747529407e-05
"1514"	1499	-5747	"ENSRNOT00000071733.2"	"+"	0.00688374302073741	5.82280114491095e-05
"1215.1"	1500	-145563	"ENSRNOT00000080081.1"	"+"	0.0069142985098105	5.85388336752368e-05
"9781"	1501	9250	"ENSRNOT00000084579.1"	"-"	0.00705246486275181	5.99222240952071e-05
"1056.5"	1502	-38709	"ENSRNOT00000080357.1"	"-"	0.00710466021606181	6.04464118123567e-05
"61.2"	1503	39829	"ENSRNOT00000081600.1"	"+"	0.00714419550190136	6.0809828452116e-05
"10541"	1504	11503	"ENSRNOT00000001544.5"	"+"	0.00715142975438837	6.08984828529722e-05
"1284.1"	1505	63875	"ENSRNOT00000089390.1"	"-"	0.00717841421880649	6.12098114828373e-05
"145.3"	1506	-28004	"ENSRNOT00000082859.1"	"-"	0.00727435060561718	6.21380278241128e-05
"1985"	1507	56386	"ENSRNOT00000077685.1"	"-"	0.00732824179871919	6.27648553119818e-05
"2255"	1508	18720	"ENSRNOT00000012212.5"	"-"	0.00740532801122557	6.35933188613256e-05
"2190.1"	1509	-5415	"ENSRNOT00000077672.1"	"-"	0.00746041584252155	6.4151129989823e-05
"570"	1510	-24421	"ENSRNOT00000026273.7"	"+"	0.00746227320158422	6.42236111715978e-05
"69"	1511	37011	"ENSRNOT00000085444.1"	"-"	0.00780249440391478	6.74766799997811e-05
"63.1"	1512	27331	"ENSRNOT00000091637.1"	"-"	0.00786869262349001	6.81385497823137e-05
"1426"	1513	-90769	"ENSRNOT00000011904.5"	"+"	0.00798221111456364	6.92726758746856e-05
"149"	1514	24764	"ENSRNOT00000004138.5"	"+"	0.00813184175883823	7.0786759411547e-05
"1025"	1515	10710	"ENSRNOT00000083965.1"	"-"	0.00824035686344428	7.19185777889551e-05
"1420"	1516	-9783	"ENSRNOT00000032433.7"	"+"	0.00848722687769913	7.43945203196621e-05
"817.1"	1517	4367	"ENSRNOT00000066659.1"	"+"	0.0085240808922528	7.47821138357645e-05
"1961"	1518	10381	"ENSRNOT00000000728.5"	"+"	0.00859891070215122	7.55688338065712e-05
"50.2"	1519	15682	"ENSRNOT00000008019.6"	"+"	0.00891934850760233	7.8959025761748e-05
"431.12"	1520	13466	"ENSRNOT00000092129.1"	"+"	0.00899182170407734	7.96686916389956e-05
"644.11"	1521	652	"ENSRNOT00000077643.1"	"+"	0.00899970490865204	7.97726141391401e-05
"376.1"	1522	9265	"ENSRNOT00000087435.1"	"+"	0.00901718864336803	8.00300159622827e-05
"2790.1"	1523	25248	"ENSRNOT00000080020.1"	"+"	0.00926076643396874	8.25074184733677e-05
"596"	1524	-116384	"ENSRNOT00000071737.2"	"+"	0.00930869969615474	8.29697189993938e-05
"335"	1525	-30841	"ENSRNOT00000087037.1"	"+"	0.00936280119142184	8.35228352949775e-05
"646.4"	1526	-15552	"ENSRNOT00000061569.4"	"-"	0.00936526651813882	8.35802882131678e-05
"431.1"	1527	59386	"ENSRNOT00000085292.1"	"-"	0.00938069379441537	8.37534877529523e-05
"1911"	1528	-297878	"ENSRNOT00000006809.7"	"+"	0.00942316800173974	8.4275428251601e-05
"419"	1529	-11139	"ENSRNOT00000084424.1"	"-"	0.00943843666798582	8.44834574811471e-05
"1682"	1530	9306	"ENSRNOT00000013193.3"	"+"	0.0096744197477296	8.69254215215621e-05
"1166.1"	1531	-22990	"ENSRNOT00000006765.7"	"+"	0.00976318736648421	8.7981775478137e-05
